type,client,tx,amount
deposit,18,1567577342,402638912136715.0144
dispute,79,3086188035,
resolve,96,2531909061,
resolve,56,833041297,
dispute,25,712805266,
resolve,79,3392474447,
withdrawal,63,2955350716,697914913364416.1081
resolve,78,31711172,
deposit,18,3773858974,599050653721979.9130
withdrawal,82,4139496507,-314049684250555.9565
resolve,91,1251512851,
deposit,57,2044385106,-211741585395180.6992
deposit,74,1558957841,629301586817248.2807
resolve,95,4089729933,
withdrawal,41,2081959338,-368131220077556.7108
withdrawal,34,349612060,-247034998777741.7763
withdrawal,81,2666092429,728135878006912.1700
resolve,5,2699071305,
dispute,14,814788833,
dispute,29,2234020200,
dispute,42,3360091302,
dispute,48,334371793,
dispute,5,2992854605,
withdrawal,36,1137584001,-593226879165688.5326
dispute,46,197597320,
deposit,22,260355478,88908976343757.0667
resolve,61,180345921,
dispute,95,2659257898,
resolve,55,3896541058,
dispute,15,2353295537,
deposit,8,94923622,131049787770610.7773
resolve,28,2372959522,
withdrawal,70,3368292067,-604260233523399.4666
dispute,94,2487093699,
dispute,96,3834131329,
resolve,74,22988034,
resolve,80,3937833866,
dispute,25,591488164,
resolve,63,858209728,
deposit,59,3556767314,289277352459725.2349
deposit,31,3575560870,221788002040098.0799
withdrawal,35,1516244682,680746705888171.1987
dispute,12,3471742428,
deposit,7,458885858,-405821108142133.2833
withdrawal,33,1870738884,-488290493621886.5166
deposit,47,3176752287,278827871048217.7888
resolve,93,240806977,
deposit,20,726259203,809360210729756.7382
dispute,61,3755331188,
withdrawal,97,1202592528,-852427776367641.4213
withdrawal,66,2483022415,-850893042450767.2638
deposit,16,1567833833,-668244900749024.0736
deposit,33,2105187280,-295453061383880.6449
dispute,51,3985614189,
withdrawal,58,2092240506,-24579419492831.7669
withdrawal,33,2890226663,-457379323491667.1235
deposit,8,3577114121,-544081817437363.7499
deposit,8,1922156659,-93985233487764.1919
deposit,59,1285168759,-877991153273336.2058
deposit,38,754141284,338739721525292.2211
resolve,8,1399655372,
resolve,68,387323965,
resolve,51,3010904800,
withdrawal,25,4118077158,808234880375831.8607
dispute,56,2175335548,
withdrawal,55,90164690,-322118607050600.0477
withdrawal,79,890171067,-290149490278117.0046
dispute,9,1336526335,
withdrawal,12,3483694856,-194618138549806.8279
deposit,43,647268111,-559548078149447.8447
dispute,98,2793877224,
withdrawal,7,2909048285,-889593822887971.0113
resolve,89,2840782879,
dispute,37,1498018406,
withdrawal,9,1099359103,-648601365866325.2376
withdrawal,68,1156845239,749333357534775.3673
dispute,65,361977619,
withdrawal,31,973426159,-176441104911768.3316
dispute,37,2763943039,
dispute,56,3192415971,
deposit,6,1778723293,-27092110661656.8831
withdrawal,17,4004098476,-469115541186609.2764
dispute,21,954859826,
deposit,16,1449469647,746671759796692.6218
resolve,61,1103392059,
withdrawal,55,2652511615,-591963132710123.7521
withdrawal,68,4050649539,-595855754166730.7246
dispute,67,3897590942,
resolve,78,3122892165,
withdrawal,17,4172335816,886974377411841.5894
resolve,88,4042109403,
resolve,22,3958923619,
dispute,76,358446485,
withdrawal,87,999556534,-515096244417235.9371
dispute,31,18635417,
deposit,88,211744755,87016929719428.3846
resolve,11,376307488,
dispute,19,3745557514,
dispute,80,1810202249,
deposit,2,1477449168,711401533779963.5335
dispute,73,1147840077,
resolve,28,3127726541,
deposit,95,3939017466,-517893915733501.6798
dispute,52,3196915722,
withdrawal,10,2646364850,-834581767561084.9763
resolve,85,2573643817,
deposit,18,1546708848,-144618657349457.1651
dispute,10,1408237734,
withdrawal,10,1988542477,-434215603689728.5301
deposit,57,1181704140,655759597269177.9842
withdrawal,10,650994889,15956236728707.4141
dispute,24,2416876836,
deposit,93,1157939135,3904488328799.9090
dispute,64,969012634,
withdrawal,64,748232977,328640953283467.9330
withdrawal,90,1305492588,189343479976172.2169
resolve,62,1627710892,
withdrawal,69,2689602901,-849823377599931.1005
withdrawal,85,450139668,479806612404934.3171
withdrawal,63,1541243358,872594177385042.6954
deposit,19,149284777,-889097033531128.5286
withdrawal,46,1167024684,891885352306832.4991
dispute,99,170567030,
deposit,93,15589804,457558539280374.2840
resolve,5,4135897787,
resolve,20,375425991,
deposit,47,2612611252,833064241078605.9909
resolve,56,979314542,
dispute,45,910531764,
resolve,66,3418706065,
resolve,33,2195918268,
resolve,33,1212082539,
dispute,84,4057925142,
resolve,54,1750376555,
dispute,0,3489458955,
resolve,0,1480748565,
withdrawal,47,561584774,-712677435808874.0106
withdrawal,6,1006871746,-404383688838585.1561
withdrawal,57,2222164993,441345634659482.6982
dispute,48,4108530863,
dispute,55,2267524983,
dispute,99,256117287,
deposit,87,719054717,-651712992743312.6921
deposit,68,1101923463,718029116274643.5059
withdrawal,25,2088204449,-9851488323444.3953
resolve,33,1249358911,
resolve,98,1243549290,
dispute,76,1366007915,
resolve,0,4151177390,
resolve,22,703540315,
deposit,60,3553927862,-175829307408011.7766
deposit,51,2533266964,-854857426430229.9967
withdrawal,90,3512951887,-735428923202768.6379
resolve,17,3545640058,
withdrawal,40,4201804251,-177071730676427.1854
deposit,88,1319539034,841088945846260.0876
resolve,95,3871583174,
deposit,97,2666575664,-133166016289864.2832
deposit,57,4204003379,508112325722429.4239
withdrawal,29,1015879995,-780039036251468.0936
dispute,96,2097703975,
dispute,25,726947866,
withdrawal,89,1926696149,48004467495176.2479
resolve,72,2692193427,
withdrawal,25,441032520,309441400374785.5324
resolve,35,2272259064,
deposit,56,3907442290,96705274712119.9753
dispute,31,2635422271,
resolve,98,4212649204,
dispute,49,39333016,
deposit,67,1439941020,145530321696328.0981
resolve,82,4112950343,
dispute,27,3022808804,
withdrawal,61,3719812139,-647380785684614.9290
resolve,26,1568199045,
dispute,40,308152516,
dispute,92,3029199256,
resolve,92,2803287558,
resolve,88,3555255507,
resolve,63,3654107067,
resolve,33,2101643168,
deposit,30,1661301836,910870937138255.0126
dispute,43,3903789167,
resolve,5,400252256,
withdrawal,43,114628573,-822815622580007.6887
withdrawal,55,4239261233,651908636236434.0756
resolve,72,440254371,
deposit,61,1581097231,669865853852314.7853
dispute,53,2147612140,
withdrawal,93,136215537,826368491340304.7843
deposit,37,2116844072,-283271855842578.8831
dispute,8,1290797118,
deposit,48,3706423724,885479973391416.3391
resolve,86,3055637400,
dispute,88,3868177005,
dispute,96,2961889232,
deposit,48,2887676060,-198123962944145.6645
resolve,2,3428287471,
resolve,3,3838776862,
withdrawal,55,244745618,-905873376987905.4239
withdrawal,31,1496831440,-826132652099944.6621
withdrawal,84,2930813658,450723161455121.9991
withdrawal,95,2865873645,333956079510856.6095
dispute,59,129090310,
resolve,73,2221939777,
resolve,43,1402092795,
deposit,90,723097036,40144337290457.2408
withdrawal,60,2951399988,-654176716138570.6123
dispute,74,806519014,
deposit,64,2610028755,69354063331105.2409
dispute,66,3534935282,
dispute,12,2873485112,
dispute,90,1825198818,
resolve,74,353633962,
withdrawal,71,4225489593,406505652427226.7398
dispute,76,3848271346,
resolve,15,1791321654,
withdrawal,19,302406079,-283402156733353.0725
dispute,98,1169751466,
dispute,3,4175355225,
resolve,58,505551469,
resolve,72,2460889685,
withdrawal,86,1473898439,615418343730623.5287
dispute,74,3071620565,
withdrawal,13,2463759092,118113688749622.6373
dispute,33,278981661,
deposit,2,4084177486,-622288609785466.3238
resolve,37,2267384278,
deposit,67,3395807238,502634509615923.3745
deposit,22,2712190962,84129277766183.6355
withdrawal,58,2508982605,838880100014511.5549
resolve,50,4068447690,
withdrawal,74,957828568,-60703601229114.7819
withdrawal,72,2419471169,-795151547156714.3710
withdrawal,10,3379416641,860489949754390.3061
dispute,56,2140531310,
withdrawal,11,431156075,603205145274002.3488
deposit,79,2514960454,-569386524832054.0176
dispute,49,1744588468,
dispute,64,3636355551,
deposit,69,224326515,-209067982294106.4939
withdrawal,73,34398128,550307186479747.7109
deposit,58,2076393942,401095310542917.1462
resolve,53,1233996798,
dispute,53,1588801238,
dispute,2,247765775,
dispute,70,2238357581,
dispute,28,1723562855,
dispute,65,3931984789,
deposit,32,1373741808,606057594550957.4076
dispute,16,4129461021,
resolve,2,3395347271,
resolve,38,1455088158,
deposit,62,1860303194,-633313683239655.2450
withdrawal,68,856221368,-80877609241277.5546
withdrawal,23,1223447105,51113702462674.4757
resolve,3,1627992855,
deposit,61,882080660,58723439687925.0224
deposit,84,3428474359,140156891222490.7666
dispute,65,373435762,
withdrawal,27,3177703008,354653620643187.8515
withdrawal,30,844993935,312875398505173.7345
withdrawal,19,2781840914,-808393489392187.9225
resolve,18,1093618851,
dispute,59,655456078,
resolve,73,2763029301,
resolve,18,3357239526,
deposit,47,1133816111,684629803540366.2129
deposit,47,2627171309,-254756975288344.1354
deposit,24,4072770584,-475939442376175.4979
dispute,27,3659961784,
resolve,7,2114208661,
withdrawal,95,701544613,-337493991388435.0148
withdrawal,91,365563383,-356734890572340.1194
deposit,42,2539923117,-9269550915875.5015
dispute,71,2564972501,
withdrawal,73,2157237956,798544984879575.4577
resolve,46,4085338367,
withdrawal,77,28011519,-841468327548301.8049
dispute,79,1645047543,
dispute,65,2847390595,
deposit,8,3172839527,-708869026212598.0355
deposit,54,3585696434,589123534908258.1605
withdrawal,84,1341274405,-338203090764324.0746
dispute,84,245159604,
deposit,42,119147071,-794850868365790.4321
deposit,84,2163214048,-571943123329901.2715
resolve,39,3459809562,
dispute,30,146109042,
withdrawal,41,1464952127,-894651602035950.3055
deposit,74,3482703870,108429934296319.8788
resolve,1,2547718272,
deposit,52,1507729925,-265873285988549.6051
withdrawal,0,3311084040,730482922754658.0480
withdrawal,88,2253087586,-222316272825699.8973
dispute,29,3968731000,
withdrawal,31,892036445,-868796830602735.0823
dispute,37,3298742601,
withdrawal,63,2861192927,47457508370410.4205
dispute,59,81052413,
withdrawal,11,2044500721,168743763190697.1718
dispute,82,768006240,
deposit,79,3047626593,152678424441922.6157
withdrawal,17,1292930517,228527562962385.0329
dispute,75,2173851591,
dispute,61,3662423573,
withdrawal,58,4042286558,699711112653286.5118
deposit,14,2348599805,-429943805315306.4966
withdrawal,47,1088097705,330052363937896.4406
deposit,25,3058663202,-258337317854025.4258
deposit,76,3536471085,394550932873097.5765
dispute,48,2407365235,
dispute,82,883209282,
withdrawal,99,321191441,-914058215502473.6363
resolve,36,2048045065,
withdrawal,71,2977618289,-113471832183068.3732
deposit,21,1425190958,-633095832864537.4007
deposit,70,3208035705,-172911647831937.3647
withdrawal,92,3277393136,86647625842843.8400
withdrawal,10,4123256403,163555949884555.5855
deposit,17,4017772325,921358688556125.2711
resolve,78,1002763233,
resolve,39,2139565994,
dispute,52,4052426824,
dispute,25,3864041676,
resolve,77,3777747669,
withdrawal,55,2366362355,-867056971162542.3553
resolve,52,2206615454,
dispute,43,345389652,
deposit,43,2505022845,853707790242845.6293
resolve,95,1124608414,
withdrawal,56,4160854700,-687992071819381.0576
withdrawal,33,1951047454,865695356013968.2662
withdrawal,33,1320489331,-145339922973805.1254
resolve,10,1494634474,
withdrawal,24,337924278,677802445129447.3630
withdrawal,61,1631654301,-594342225505627.2752
resolve,62,3902648801,
resolve,62,1430837844,
resolve,96,3274865593,
resolve,2,2871177006,
dispute,87,3751134323,
resolve,56,944781633,
dispute,63,345168468,
dispute,50,1356505212,
resolve,28,2121580112,
resolve,51,2548872444,
resolve,74,2258950256,
resolve,43,2025052256,
deposit,19,4208711050,287108847486755.7582
deposit,36,2254291841,-163573064779782.7518
deposit,23,1242807785,903526774894958.9140
dispute,84,1011445708,
dispute,75,3723213026,
deposit,8,517122301,-891518586591527.8368
resolve,43,3107853617,
withdrawal,89,3357432658,708320189462207.3688
deposit,11,1447669173,-624542656021354.8558
withdrawal,9,727511747,154572359121365.6710
dispute,35,623433567,
deposit,67,1550761131,415736952559082.1643
resolve,15,2105781683,
dispute,85,826585347,
withdrawal,55,3373458798,-791017286717077.6619
dispute,87,1750418944,
resolve,66,2998441167,
dispute,11,1304134529,
resolve,11,2311849696,
deposit,49,798767361,-226805139773523.1208
withdrawal,70,3677818740,447190596900881.4953
resolve,17,2710875164,
resolve,35,1481932784,
deposit,23,111813998,278585734270783.9967
deposit,56,2333356270,-657829146226111.1244
withdrawal,86,1692671466,749121744764439.3187
dispute,10,903985292,
withdrawal,52,402289804,-164123762975078.7870
deposit,13,3323077841,685386418367736.1447
deposit,45,2870437266,-848390583717967.0106
resolve,59,2345092115,
dispute,12,3208841709,
deposit,46,113416564,-644513961567975.1873
dispute,0,4228112721,
resolve,92,250037183,
withdrawal,88,3945351580,511881388458983.6627
dispute,26,916089705,
withdrawal,55,3217016765,473475853503284.8005
dispute,65,757327409,
resolve,20,329289791,
dispute,31,3049785055,
resolve,24,3806323318,
resolve,14,2673892930,
withdrawal,67,1051739782,75086984524979.3171
deposit,27,3671938270,-706846691374648.5846
deposit,89,2575313654,-297557688846522.0407
dispute,60,1659516331,
dispute,6,3324319341,
dispute,51,4052331656,
resolve,0,569825285,
withdrawal,36,2484741046,-808341031681867.9161
deposit,88,1858866739,665674529585778.4152
deposit,42,2453770062,854707162004323.1602
deposit,74,2563376803,818915092669822.4790
deposit,60,3635306939,421208341013490.9880
resolve,84,4000791137,
dispute,62,3236610951,
dispute,44,2664768021,
withdrawal,58,382189404,29764127054221.7555
resolve,93,3890767498,
deposit,6,336938207,-705775573212701.1172
dispute,11,2385526112,
withdrawal,60,1668410976,639210493547797.8446
withdrawal,16,4189522921,-24983319754793.6342
dispute,68,3618516395,
resolve,73,3684507542,
resolve,58,208634445,
withdrawal,40,1997318185,-596330900983848.1138
deposit,57,3973414140,152666633098487.3028
deposit,25,1144654003,651022616086904.8930
resolve,77,1121675351,
dispute,70,3889741217,
deposit,9,3131492994,-86349619196872.4737
resolve,33,4011011032,
deposit,55,3906880585,373965633844044.7961
deposit,27,3973241739,-363941981371282.8450
withdrawal,18,706179684,-478997749110650.1043
resolve,49,4126331825,
deposit,75,1977103355,277186707205753.2931
resolve,33,282202926,
dispute,97,2778174040,
withdrawal,32,2148281571,-665366897510685.5602
withdrawal,6,951105126,813313618668356.1537
resolve,24,696056695,
resolve,12,2499866591,
deposit,7,2500442053,604840804477548.3180
dispute,38,112386358,
deposit,53,4042143914,-463041754892617.7613
withdrawal,66,151449675,687586200603459.9113
dispute,75,3073822184,
dispute,8,2409700042,
withdrawal,33,3975154247,597633601691304.0690
resolve,74,1130850433,
resolve,49,420783744,
deposit,84,2412329872,-61915807731965.5333
deposit,18,2286140181,-446859299202979.5987
deposit,23,2029182721,781198568151393.0865
resolve,84,662820048,
deposit,70,1789117072,285200102191479.2636
deposit,64,492287173,858970696515038.3782
resolve,20,3431281744,
dispute,84,1523938255,
withdrawal,13,3758005939,-765937827800452.3613
dispute,85,3211421035,
resolve,8,3157136236,
withdrawal,29,3131187380,-849893807795231.4098
dispute,8,1208802160,
deposit,61,2627170139,-607493345886961.4044
deposit,99,1845626354,666973659868539.1824
deposit,48,3144372037,586110378381048.4601
dispute,29,3121467346,
deposit,69,1868830835,-219102512657373.5047
resolve,30,1067780752,
deposit,12,318690397,768763860524382.0601
dispute,23,4081123886,
deposit,69,202960663,153973335146624.7492
resolve,53,1561285835,
resolve,71,717455571,
dispute,23,752024525,
resolve,38,593216350,
dispute,23,572253451,
withdrawal,12,3695722895,-100394143161580.6876
dispute,90,1291777362,
deposit,63,2931879949,-704906538834147.5636
deposit,13,2363554913,-545890160738661.4273
resolve,35,931527139,
resolve,12,1929054690,
dispute,99,2529025374,
dispute,10,3184802755,
dispute,54,1556931446,
deposit,57,1683501877,-10719960143081.6842
resolve,33,217050526,
resolve,13,2517378579,
resolve,27,2593951869,
dispute,23,797033610,
withdrawal,72,3158555076,72483010093161.0664
resolve,57,3850115194,
dispute,63,3667020464,
deposit,1,2459630405,-436387162441754.5941
withdrawal,91,1269468717,34295971118734.7086
resolve,37,3465590606,
resolve,29,3459643823,
resolve,34,770287606,
withdrawal,91,2255143249,-341199344400059.8602
deposit,51,2262926631,517933180100384.0188
dispute,96,938078670,
dispute,61,2302877045,
deposit,47,2197630204,-866329241574519.5120
resolve,12,613730801,
deposit,89,1201780865,-384911881217644.4752
deposit,98,2944877992,10987913525429.1798
resolve,34,2815760307,
dispute,54,3487715811,
resolve,57,3222485831,
withdrawal,0,879345963,-371443083346129.5259
resolve,69,2946856946,
deposit,89,1429165520,-299423255495933.3632
withdrawal,88,1242688598,876437012444279.5476
deposit,67,705285438,217644640460760.5089
deposit,73,1445994900,-196512216542773.3930
withdrawal,85,1339247626,524619263344807.8288
withdrawal,56,673921123,739432930448909.1544
withdrawal,10,3048678373,-599702166500075.2235
resolve,12,262568439,
dispute,6,1243309119,
resolve,81,2421703905,
deposit,18,4065492161,457909220803844.9143
withdrawal,91,3289533645,-481567327688831.8117
dispute,74,324527303,
dispute,20,188083257,
withdrawal,47,1475878115,-736608223495109.3126
dispute,53,2759378480,
withdrawal,38,1402435380,-709029687873840.2941
deposit,87,4048093688,355804349973412.4312
withdrawal,77,447320254,-213713052947954.9034
deposit,10,3912957248,676281575760338.4654
dispute,91,2664719540,
dispute,61,1894216232,
withdrawal,73,970719274,-478190817592038.5698
resolve,84,1413631341,
dispute,57,2235619055,
dispute,91,2897098093,
dispute,87,143087029,
resolve,14,2504563732,
dispute,62,2905743200,
dispute,31,3303346569,
resolve,16,3046325605,
resolve,45,2815001012,
deposit,87,1257912200,-313884889010789.1276
dispute,22,2674201226,
resolve,90,3096207426,
resolve,87,3985301506,
dispute,73,905032570,
resolve,81,3921257374,
deposit,43,1436617273,484724297430710.5313
deposit,38,281457108,-550204906994923.3858
dispute,8,824929662,
resolve,92,4023788260,
deposit,43,291435566,-610957748669274.0316
deposit,44,2041063511,-445343803965237.2326
resolve,75,4283002250,
resolve,53,171879617,
deposit,4,761990814,-489280750679271.8458
dispute,21,1422260937,
dispute,12,803246533,
resolve,85,311200259,
resolve,47,529164303,
deposit,75,2563401235,231964924843897.3517
deposit,4,1868866056,357416429056582.6647
deposit,57,1783380963,299225210467559.2979
dispute,8,584859463,
resolve,68,3415570657,
deposit,40,1207679825,516080132467954.6199
deposit,12,2612515463,-121436189918888.3422
deposit,91,4249731115,-668179675115430.9005
deposit,93,1946982005,-896764991306527.1820
resolve,33,2295482038,
resolve,38,1396691520,
withdrawal,40,3493222733,-921103119929442.7926
resolve,57,1376636219,
resolve,10,1847754669,
deposit,48,2456486187,53090619370801.9457
resolve,6,957864791,
withdrawal,6,2121540726,776187441320428.1959
deposit,50,3387735721,409404481260995.5523
dispute,52,1573647229,
resolve,28,1799081734,
deposit,89,2429060699,559703241085295.8232
dispute,60,2949579207,
deposit,58,2441910829,-572546659118853.1407
resolve,33,1049079015,
dispute,39,3279118740,
resolve,3,263153495,
withdrawal,68,432574768,9166198550788.4468
deposit,68,1403762598,463095712076168.5013
resolve,73,428253247,
resolve,66,407559588,
dispute,51,2394724276,
dispute,51,3405190161,
resolve,46,1126583091,
withdrawal,9,3359916928,-787071137032829.5814
deposit,88,1007089606,-427855494366173.7032
dispute,92,1481130778,
deposit,15,1402486640,-182120092011270.3960
dispute,38,394339462,
dispute,19,1498117884,
resolve,31,780247389,
deposit,45,2980737429,-272331699621501.8973
deposit,9,3189962849,-10022935426106.5963
deposit,52,1443459271,-405174878551386.2630
dispute,41,2233987277,
withdrawal,70,1858585861,-216689406171020.0648
dispute,56,1051678480,
withdrawal,33,299645857,152641548317451.0555
deposit,7,4193487767,-386215401031030.7569
withdrawal,2,503208918,378592774924425.5009
dispute,74,371412407,
resolve,30,2927583078,
dispute,52,2665921215,
dispute,81,2140003271,
withdrawal,57,1652869181,-741188336994945.9213
withdrawal,34,3560999378,644971147723333.5708
resolve,60,1000754505,
resolve,98,3869987027,
withdrawal,61,2569724764,-458848112346471.4470
dispute,11,3320455115,
withdrawal,14,2511619181,649874235295176.8172
deposit,98,2539967037,685422443573823.9688
withdrawal,45,247703140,-362538740476193.0830
dispute,7,2875317618,
resolve,54,360672230,
withdrawal,85,455545913,-37654370322490.7176
dispute,63,479434653,
resolve,26,1186960258,
deposit,85,369049388,813680472490810.3255
withdrawal,89,1357974739,-741337575178723.1277
resolve,14,2646394857,
dispute,21,1268311191,
withdrawal,10,3954385631,479371004340732.8776
dispute,91,2278430757,
dispute,13,1086035691,
deposit,46,3131161113,-32135152268583.7524
deposit,57,3269129256,766143726937219.9706
dispute,45,2675892095,
resolve,39,3629766890,
deposit,21,3097095836,-908246949467991.1872
dispute,16,968502850,
resolve,53,332077823,
deposit,84,3537024445,252355697998351.4715
dispute,25,2776036177,
dispute,84,1831227921,
deposit,77,230869814,-541471770107714.7811
withdrawal,50,3589020617,914498509234865.4965
deposit,12,1889103416,308418864323933.1307
resolve,67,305475272,
dispute,38,4241460876,
dispute,6,1314164269,
withdrawal,54,1778431294,-659822974489192.1577
withdrawal,41,3448175184,136521193565080.3744
withdrawal,4,114827516,859328293885084.1806
deposit,96,3331636471,747669224652619.3724
withdrawal,75,3782188919,209697009081797.7128
resolve,13,2942317975,
withdrawal,65,1490521372,-896883941861556.7997
deposit,56,2551821542,-414579057511517.9115
resolve,42,2105511391,
withdrawal,32,3032060885,-286435786608431.2936
resolve,91,1315296179,
dispute,63,916741862,
withdrawal,15,3254931058,716175071215041.2077
withdrawal,78,2302260835,646672556663061.3095
deposit,44,3108100772,-515839031357523.7629
deposit,95,3216624761,275121376362181.3340
resolve,81,4205929917,
deposit,28,2271553408,434534457947953.9698
withdrawal,92,3423151131,94131989825406.6550
dispute,27,3775636094,
deposit,53,414010462,207030616094659.6163
deposit,4,983086316,741728513279630.6222
dispute,8,2004972252,
dispute,74,1624203080,
withdrawal,96,2975282624,768603847432971.9056
resolve,5,488955077,
dispute,62,4283167260,
dispute,0,3737731861,
resolve,72,3067705782,
deposit,88,2010867038,-818462014174663.0245
deposit,39,4149820404,9397958076879.8760
resolve,70,4258835151,
withdrawal,30,1254115706,473307122191273.7657
deposit,31,3525417703,827721672415312.8534
deposit,0,3723314055,-426320615122296.8523
withdrawal,55,2868836243,130020764935957.4609
deposit,16,493318173,-556562051567496.7838
resolve,53,2811407067,
resolve,14,1829665178,
deposit,90,3602645008,-333894005586180.5528
dispute,9,713741854,
dispute,33,2523649652,
deposit,79,242913046,622736153293726.7342
withdrawal,23,1359603690,-818287017677055.6525
deposit,29,844230056,499274654860848.3835
deposit,27,1405119549,459393104944741.4864
deposit,93,3325281675,201606600718092.5590
deposit,32,2864030528,583139115896861.7159
dispute,51,4208815367,
withdrawal,10,1069532702,-222567474110113.0090
deposit,69,1204428134,398050156323845.4509
resolve,44,2116920070,
deposit,34,1191947945,599576616943405.4964
withdrawal,59,786305573,-767439387186773.8665
resolve,48,1734790692,
dispute,16,695357643,
dispute,34,2932932687,
deposit,63,1848473569,-279384626840671.9425
deposit,67,1163861476,447084281784108.7164
dispute,58,1137025463,
resolve,21,465556990,
resolve,8,2564633237,
withdrawal,41,3837441740,271578545016259.2763
deposit,3,1070674722,-268085680092057.7714
withdrawal,27,120938331,-422153181344733.1194
deposit,79,3273191355,879072606114894.3537
deposit,46,3433929130,-545225340459687.8712
deposit,88,1216083677,-8698945294611.3052
resolve,73,742726986,
resolve,67,404419489,
deposit,28,2514415016,-524173037159421.6798
withdrawal,13,3639512800,-285888399648542.2262
resolve,84,2985392575,
withdrawal,31,1588135088,-493914836752590.9898
resolve,60,3780788871,
dispute,54,1437179008,
deposit,34,2335543586,456004231861870.9824
withdrawal,29,3192081804,739098283932783.7826
resolve,88,1675533109,
resolve,42,2818376135,
dispute,51,2373307853,
dispute,48,2253050753,
resolve,61,1572484468,
deposit,88,203095077,911077166794536.9260
dispute,2,3360270315,
resolve,4,1272850215,
resolve,16,2690745507,
withdrawal,70,2124543527,408790343728530.8230
withdrawal,3,3438560560,612166277454132.0705
resolve,51,3839022002,
dispute,76,2667460322,
withdrawal,73,1306820769,875008235630139.5820
resolve,0,2109924981,
withdrawal,3,1820108624,-584387512336047.5496
deposit,32,1391732065,297827239542383.5925
dispute,20,2564838640,
resolve,93,2023358058,
withdrawal,13,3446267797,-883513104737511.2292
dispute,90,2295478807,
resolve,32,3550163395,
resolve,92,1693630371,
dispute,59,1583031792,
deposit,48,1671798764,421427106232958.3227
deposit,2,1161176434,774595480026229.0825
withdrawal,21,2984099704,237280316258168.1830
resolve,65,1483463352,
dispute,96,788166064,
withdrawal,65,3269965955,-398750229948418.0144
withdrawal,53,4249600295,-696564268968717.9993
resolve,72,670342892,
deposit,75,2416287741,136662512651212.0825
deposit,39,629576908,-41342514033108.8251
resolve,34,368846599,
resolve,74,1751532845,
deposit,14,2456129670,542189507277519.2955
dispute,8,13098750,
resolve,40,887657258,
resolve,50,2777395912,
deposit,42,2195550133,195985875145501.6707
deposit,54,1512559686,258868996744311.8372
deposit,16,351499819,-586560441134920.1371
withdrawal,65,2901046619,-220486594647958.8958
resolve,90,31704028,
deposit,80,3984405462,490245931165346.3089
deposit,22,3583835142,-361158701253073.3372
withdrawal,1,383209766,670063290762086.6648
dispute,47,1097308073,
withdrawal,97,1225631227,760949367602357.7330
dispute,55,4238146133,
deposit,73,1859365843,623792316718213.7537
deposit,45,4227884814,756268309119772.0607
deposit,38,2687988631,-78328506928462.5420
dispute,64,2614142367,
resolve,97,2613439452,
resolve,25,3124364061,
dispute,70,2369413996,
resolve,3,1834975545,
deposit,63,2856061212,-203940043485216.2845
withdrawal,11,1647677386,330538506678917.7601
withdrawal,98,1229116505,-737373181654586.2521
withdrawal,9,1782434882,-815938711306337.3971
deposit,73,1413610818,622229639469945.2557
withdrawal,48,962372905,820078130086830.6917
deposit,32,96739617,-467683459728457.5783
dispute,76,2747772563,
dispute,25,3130263199,
resolve,69,3919138090,
dispute,19,453263439,
deposit,41,2658119832,123051341111868.3127
dispute,79,2602423868,
withdrawal,20,503510009,626813004895198.7364
resolve,97,2350521507,
resolve,45,2094222341,
resolve,43,517878223,
resolve,75,967258489,
deposit,68,3246294648,-47810032830537.3330
resolve,23,1181836091,
resolve,31,1202310725,
resolve,91,2293467032,
deposit,1,3871124418,890537958416256.8059
dispute,23,2851151083,
withdrawal,74,2614883758,-541986139658974.8735
withdrawal,55,2906098924,-665542847675693.4739
resolve,34,266677842,
resolve,83,139605569,
resolve,19,1176176359,
resolve,28,1819183327,
deposit,57,592524931,694852735300639.9892
deposit,95,882349885,252187997033010.9197
withdrawal,95,1249148435,-774264422001626.4852
resolve,14,838111635,
withdrawal,37,4157862759,-649520219575162.0353
dispute,39,1967899779,
resolve,64,2606142168,
deposit,73,3680430889,-72520765751787.3330
deposit,5,1325319813,-77914776425645.3216
resolve,80,1501589648,
dispute,88,1892198793,
withdrawal,63,2060400088,735780991067860.1202
withdrawal,92,1712812518,-71833949426413.7887
deposit,61,3456536130,533091243291175.8945
dispute,7,3909927530,
deposit,4,2617090563,190890288589643.5194
dispute,31,4253570779,
deposit,31,2599151032,-845086582880237.3825
deposit,92,1922693192,716712194280055.6058
deposit,45,3995448143,706454765311454.3429
dispute,18,959560894,
withdrawal,67,82193296,-835692353876665.0919
deposit,15,1614901542,-856288710405952.3380
withdrawal,67,1759208721,-675506047338165.6597
withdrawal,83,2200407582,821148712840959.3097
withdrawal,74,4153287601,-589480904379936.3100
dispute,30,1175454250,
resolve,83,2629458172,
deposit,69,4100239928,653668350809266.8340
withdrawal,55,2494332421,-277195266974421.8050
dispute,18,1304666355,
resolve,51,1832455854,
dispute,70,2711214125,
dispute,32,350893224,
resolve,35,609443823,
dispute,55,4051595485,
deposit,98,2679018948,394983327769172.9406
withdrawal,8,97930151,327893440610537.1768
deposit,86,135459409,-114157495084241.0247
deposit,66,366717130,-104168784136732.4880
resolve,27,204643448,
withdrawal,20,3995746884,-671705484965639.1346
deposit,1,2529103004,301868787578481.6183
deposit,81,1802777893,799419028220569.5949
